city,ev_adoption_pct,solar_adoption_pct,trees_planted_pct,plastic_recycling_pct,public_transport_usage_pct,co2_emissions,aqi,electricity_demand,green_score
Ahmedabad,25.515230803750107,4.528651391566127,1.7582148992484026,71.65974382061876,38.947285423274224,624.4093500893943,108.09621036663333,1116.4142151297192,57.70855164988444
Ahmedabad,2.002860901494053,20.98942992068826,22.648459049984467,52.416062623662896,13.897913636309617,770.6304406344055,139.2831216053741,972.9914135609658,56.20290453843231
Ahmedabad,0.0,19.48825141456159,28.807302531266345,66.33333819122876,32.13933582166189,671.4187665453725,123.41869033195695,1003.0701185789859,61.83387839293979
Ahmedabad,15.627392962409814,11.909737271654027,16.3693853203174,59.71849552848588,48.77600954447806,591.7774469079798,76.49946167474121,1077.4096379728937,61.35420484030132
Ahmedabad,8.549201059771093,37.24959145818798,27.880788724116712,58.261391469772434,35.15266230059757,577.0456517874326,101.92142600580391,866.2514707011103,72.86620705344708
Ahmedabad,0.0,11.501925711800169,30.8754047171725,84.76954648466587,27.46956132256871,713.3660440101776,128.19840390329995,1054.5387194168209,61.00765837445755
Ahmedabad,0.0,21.870420471339116,21.198008291890634,71.0890409228554,10.61482730441832,782.8696435230846,174.6903030692064,983.8712774744849,58.517922919571866
Ahmedabad,4.478709331637511,22.77487676195667,27.437004377534052,54.40816244097762,29.220939794610924,687.6275202584758,153.99373139161776,978.1629512190111,77.02363614217472
Ahmedabad,0.0,34.3226525819543,0.0,78.35339783839918,45.70616563873325,628.0959616749365,147.85319554369656,806.5121312559227,70.99276386845378
Ahmedabad,15.852306811019062,26.205974653890404,7.042277488814893,53.03230345173818,47.10995578697148,562.2453321755899,108.01550391078503,939.9161427420775,78.15687738364005
Ahmedabad,0.0,27.585054887504377,29.07816477008449,59.30223000874857,23.919259783520715,653.4654494816928,161.98993236926947,880.0209729838771,54.97878420072464
Ahmedabad,6.178063747054004,12.432664119017616,15.076257864456771,47.98522341746469,47.64259182042233,611.2488818396248,120.37168479056763,1042.5937193662114,75.26658807282413
Ahmedabad,19.65844611125226,6.143635361493558,4.24819753078836,59.1090690679684,24.610497192746877,700.4929952783923,122.59147976902781,1145.3435588735713,62.522247096692496
Ahmedabad,0.0,28.70650804641721,31.303476616308764,57.17201394326303,17.956097730319023,739.5133172689873,148.43064567028284,860.1049766485737,52.05430593358629
Ahmedabad,13.239290567399777,20.35620458369236,5.6129758156509535,80.78593359264138,15.701944043939978,717.4360765576639,160.70750531872088,998.5635698430725,62.68073261082867
Ahmedabad,0.0,9.934400401942566,18.38413580235403,66.18247559466744,17.773901924094197,825.6278789710028,158.98868335106954,1054.5401727810504,56.520483081206656
Ahmedabad,5.112441163799925,30.75519471427574,7.220428767560488,49.60686990724781,23.057829107685063,723.8290807210935,162.75115227323866,906.4632630710405,57.415429230061875
Ahmedabad,0.0,33.04121344209831,0.0,83.2429650320947,48.80189917373222,656.0308699784885,149.68054017196255,813.404494739387,76.22411931345147
Ahmedabad,0.0,34.51710233256991,0.0,45.509010698590885,25.360918505278885,716.4581410217302,174.05407583746282,838.0993031543337,49.547168482982016
Ahmedabad,26.10201290401426,13.319065579974476,3.285097518873389,47.43393111614812,35.835104603349976,649.891936706764,98.34179551423753,1074.7626797625421,59.739440843547584
Ahmedabad,24.983134547092597,13.286068085770195,29.38892118432784,53.63400574774812,16.14735740249621,653.9440736267646,106.31637321253041,1115.0574006541897,65.62460961846492
Ahmedabad,0.0,20.4024660035898,12.562408719107566,52.6702951781556,42.23060654286132,658.7247466141722,129.88547337013304,962.5783732503489,68.49136986632452
Ahmedabad,8.607143457196443,6.7335316998588475,0.18837390150728694,65.97794667098377,21.070944790825138,809.6931953859524,156.8496414348806,1118.145741192767,55.57606624385325
Ahmedabad,6.367827224529549,24.857012560672935,3.8892495559632767,82.95232246170053,41.64658854298256,627.9996590611404,123.61408064166568,850.1983856308693,72.55555529614016
Ahmedabad,19.066212125415475,0.0,28.17269425570779,57.04444107446309,37.92660374809124,623.1520426088505,86.07554832088513,1179.6953346862479,64.45476422114692
Ahmedabad,16.4386775558129,21.968333367568295,0.0,62.15556654143417,23.73681138275273,685.397364602147,142.64122644424174,1002.1859373766218,55.423876394776784
Ahmedabad,20.014907896317368,7.7058363641937095,20.922970843689306,69.21201780957028,27.249319725908396,691.838216898112,115.68284101003397,1192.914395368515,64.63946302221804
Ahmedabad,23.33174530464167,35.72836723782782,16.47603621986692,57.81469423298776,25.806006959506888,529.8610071004056,111.17630600248924,932.0240731321362,73.25594766451027
Ahmedabad,3.506104269647743,24.104649837937615,7.692608955367035,82.9208550151024,13.831245060470113,752.5506747766022,183.83568491634892,926.2240003364939,47.2184240823731
Ahmedabad,6.39950438492577,9.930777674673806,1.3991424216953785,71.36915904758487,22.508826879506117,826.5736058924838,155.50052039748488,1069.6258270214441,53.838943845516376
Ahmedabad,0.0,34.357445622385235,16.320314849044536,46.18139283109403,37.171195019845236,662.7720162954384,141.69288229822126,846.4410428435168,66.30219184628685
Ahmedabad,8.095651213139625,24.98741018490739,11.692625209244476,69.9513130374468,13.561325581868779,689.5276061286428,161.2611007974881,958.6026355650379,60.728205112818756
Ahmedabad,0.0,25.403748214922878,0.0,79.91219247967095,33.199520456175904,719.4604189967097,155.95383904085872,934.3669245603845,62.330978079539996
Ahmedabad,9.077110410451244,31.03667391078283,28.55703565559177,57.7964410679584,22.356541392690023,621.6479447969479,141.58799848559605,851.1434786981525,71.36636916591921
Ahmedabad,19.48867505380951,21.915811029743924,22.30702239533606,80.6493453531607,29.497532595785223,634.3681590036282,94.6060740961649,994.7421990809261,78.34410436678161
Ahmedabad,15.634158979419503,5.268101190656541,0.0,70.29375563072476,44.03610048874196,663.0389858103888,105.0141841063242,1108.8499302279697,65.12911557568013
Ahmedabad,18.249325320058404,31.96281360345239,30.342244260685547,64.48361049838552,42.71352534452642,478.0388356770251,84.98311799291005,893.2407305523036,91.29572570465643
Ahmedabad,2.9158821523696368,4.1379912714931795,14.334970614289464,55.220968657531294,37.92687175594188,716.7683660551963,151.3981936487874,1132.215025775071,52.94590668934393
Ahmedabad,16.549813589579138,0.0,0.06041242757138221,70.68421427596807,13.645208445418952,805.7413324561901,150.0357213572671,1189.2491058408089,46.29749328407112
Ahmedabad,11.569104198554008,15.782356665107216,0.0,49.334385818792185,11.155586287783265,782.7768449029361,159.68999176785314,1054.4162374133607,51.03212607619285
Ahmedabad,0.0,9.168126183782201,0.0,46.45776184900147,40.40887791792803,747.2524310461774,149.99956673641856,1073.7110899715049,49.81533096724083
Ahmedabad,0.0,3.2989373420733354,1.9510512434563623,55.588838700854744,47.68199077101174,727.2732192812858,156.22935890251446,1146.8206736176373,46.47194466336829
Ahmedabad,0.0,32.623602256459804,13.956104926539208,64.74994566575086,22.987964087767047,731.321699496815,158.36558748212482,883.5512100109536,58.3424179036046
Ahmedabad,19.17225266985058,7.197800807179046,19.615099154086842,62.76951526385536,14.815963721906993,702.8632246890497,125.00918634476295,1113.9205306443287,56.4110142518359
Ahmedabad,23.10799805723179,3.499265777846869,15.154556213393214,59.88078206553199,38.75264228273309,587.6687845683065,90.98358539865205,1157.7074911632058,67.35483599983236
Ahmedabad,5.097143487548529,5.181570762443442,3.129630997417511,75.56267857202222,29.977619712915722,762.0748268783386,163.2119166094647,1123.6553097989824,50.05762142724362
Ahmedabad,0.47708430522554934,20.392867580339605,7.732572165681839,83.4258129954075,21.21810479423257,750.226640323065,165.39026760442263,988.1169528865412,53.837712926013104
Ahmedabad,15.190144788239358,33.715322691308536,18.221797710197585,63.29208748113692,26.31584746731917,608.9116604449864,136.22301183824487,960.9097627255915,80.01824595229289
Ahmedabad,2.603128842288033,34.04777329537913,17.88895035261576,71.68349100958115,44.97361475015458,618.2845713663856,135.92858867761552,880.9899026574012,84.99071281237157
Ahmedabad,15.356741809546897,7.46893916445395,1.9191401352267334,72.67828414970565,24.605057091640347,728.692758078693,159.9750038967852,1120.6715176977502,62.27211316589097
Ahmedabad,23.13305969759591,20.713016301182705,0.6120231750907443,46.943041572111,49.57229904760322,535.7520106914358,101.30453506330754,1044.6999400866273,65.52482357429031
Ahmedabad,0.0,23.10970795084961,8.922321434041784,56.634950339606085,14.902588573239921,764.4768837433702,177.0420717257083,955.6581091070609,47.43331768069348
Ahmedabad,21.03200028545202,28.829055534623116,4.517339332619997,61.87526244950462,24.030244485493412,632.2638281247246,113.54510931422796,966.7971904537337,62.31591579892219
Ahmedabad,16.70479035547975,36.91417920601569,21.280769178246707,80.35016472638395,37.645411928404386,536.6127649044806,109.69759277582209,847.9913701810525,80.4046076088774
Ahmedabad,0.0,21.39804768749738,8.330700959275056,66.00618617135544,40.38032164539195,669.7132034343257,133.43248072214283,1036.7807532776721,55.19737727370821
Ahmedabad,24.907229319992744,29.318379390549026,22.807137425465676,47.706303685512026,19.348372906653942,625.6027304805566,108.83772959496028,973.7490357971986,69.15744108789953
Ahmedabad,16.184432312381876,7.121741684578932,27.955639227982374,78.88942569746317,15.89821420927214,724.7631825221365,122.10932941914923,1147.2674765450802,57.692181477905514
Ahmedabad,17.61904652787568,14.400699459169171,15.853247867547331,67.3978736779764,16.811470374679608,728.8204471419235,124.79158598979609,1091.0981865764982,59.24616889639094
Ahmedabad,0.0,6.985719817543835,18.233276361015037,70.61227905018049,26.246729176541006,750.8611106927744,153.85469019272315,1085.2508705867804,44.602977040007154
Ahmedabad,16.453201678416608,31.77657831065266,13.222709008277647,53.46601863555766,42.73460442765081,585.137724325876,99.50990922173922,884.8836292960808,73.14761599644919
Ahmedabad,0.0,35.033582327002,20.622276700381178,47.79176538589971,40.996548169059004,620.6761950711089,133.26435669129415,897.2107093241308,80.0407442425016
Ahmedabad,0.0,34.2802385216013,20.201233787669008,52.101592531211416,48.890278572733344,613.420704585185,126.06543621081752,809.926770257224,74.24113667912366
Ahmedabad,24.26747782353621,0.0,14.192209609535364,63.50117078978968,20.151753540889963,696.2449625953172,118.62249806222793,1168.5779968061104,58.73913172127827
Ahmedabad,0.0,33.253346909984955,30.187326202034733,62.51902382162326,39.42980515718641,616.7641496924525,128.55274787794906,846.8307473020233,75.5507211515287
Ahmedabad,22.63262716029117,3.3442977133202483,22.338537377216916,70.68984258332333,44.205662723396024,589.0815411029727,73.71653185514347,1152.9987926332792,68.72383962148125
Ahmedabad,11.079844856491952,24.6236179638512,0.0,67.48031241133047,45.91563588143083,624.0865453214348,117.408030194735,963.0322814525794,69.48486092343249
Ahmedabad,22.78189279420061,19.34446754568526,0.0,73.25542660509485,30.68716435789545,632.921512793948,119.46449287277943,1051.9405361043753,76.31377305304912
Ahmedabad,0.0,4.362038292779722,6.529253422127219,69.80855955598022,42.29594007421292,725.2826837598552,151.26707463948128,1081.0345729412936,55.597388642439526
Ahmedabad,13.2035730603586,32.379104174150484,0.0,57.96718796849004,29.12568206467953,638.4921329782603,135.18404617042987,903.4274618882562,71.4400001693613
Ahmedabad,26.829563988998657,16.80263261059128,24.621681211248458,61.37959913453777,40.64646719944871,551.2688016473121,68.54215511179156,1013.0419429407309,78.4641728491204
Ahmedabad,0.0,12.32708591120646,12.400668067443206,70.25790908385986,32.77175495853632,706.8745901891594,144.00845703144077,1017.450425269272,67.94608233081485
Ahmedabad,18.67377715884637,19.84896200712005,8.3720459825247,73.2659871162869,15.216728862897906,694.5934229699094,145.85092575397752,1003.7554547993577,69.1266670832938
Ahmedabad,14.853597006256237,24.590989167094918,20.47181276313871,68.64706725695397,48.598129383759584,531.2283329936785,75.95082154323401,971.2487231202822,77.2902968098457
Ahmedabad,15.141685197335747,8.12521872271245,31.74713017282994,46.39979317859511,23.380893720262456,686.6171446273462,111.74460568084362,1062.9819312265217,64.41617510941212
Ahmedabad,0.0,25.441145303959857,0.0,60.727506755438355,13.400298066145382,815.8456711164298,185.7138078329754,941.0653130970715,46.35411230656625
Ahmedabad,23.466364526015774,36.22259484180327,23.544782436473053,45.529122673116476,28.427461206814165,579.1142854737794,97.55820405782033,835.3602974470364,75.20419637682431
Ahmedabad,0.0,18.76455302846832,0.0,69.95985087387326,39.94253090849302,721.783353997835,144.53137325931044,1001.5495619529626,65.42559555106979
Ahmedabad,17.192404821632557,30.170384682783578,5.693479797021158,51.84248756700707,32.83489573321194,636.6695285880527,117.25103410900098,940.79741875681,60.02550480793329
Ahmedabad,0.0,0.0,26.967673894612993,74.37874464366868,34.199035442437385,726.592976475036,115.5134952486224,1143.291071222076,50.71088475452993
Ahmedabad,1.4770610609263173,22.36765819902824,0.0,46.71006015394506,48.72624113820677,678.2058067519936,142.48243103736124,942.9735945117627,54.93846367160612
Ahmedabad,26.267014366255097,14.795689681344136,5.262699563895632,48.97579362621492,18.709723003162114,686.5823542666412,135.27097438170497,1119.470670627398,60.96934859291336
Ahmedabad,0.0,37.33972772119028,9.245712730798434,79.79755154102583,46.38111739673986,593.2235500643271,134.02636972572927,847.2875144165046,68.49473788442964
Ahmedabad,6.41738477139932,0.0,24.472098734812462,81.79160989803604,34.43292721273662,758.9205350800187,125.23000113298095,1123.2192213604465,61.60739342620958
Ahmedabad,25.245023230706437,7.569840041301823,11.268416623733003,58.02881416282041,47.29567163344908,585.3537925370315,76.23681833488837,1073.6647245532859,68.26294691110382
Ahmedabad,23.335422634100063,0.0,31.318260904227138,76.97773148631441,40.66418590578781,557.0859022362058,74.82901707623871,1204.533736709555,75.15361155229361
Ahmedabad,0.0,25.212410746361773,11.930511603400127,77.81226440296156,39.80224558355896,676.6275681938738,134.20392481476,899.6755146874847,64.43207340752042
Ahmedabad,0.0,24.27123255903941,30.67156884908026,61.76582543411773,15.684080210158946,753.568992714934,150.76866030195276,899.2441310256188,59.00883855491476
Ahmedabad,7.659825216425617,15.790281719995672,3.1302162359823384,80.05364501957717,24.51448259629336,739.0297346572562,160.66905836002283,1008.7453592423205,52.73260974217034
Ahmedabad,0.0,32.82393118547354,16.035102232761975,76.05820736004745,49.696789745297146,571.5123927996837,117.14220045634401,874.0158451249861,78.82962076783703
Ahmedabad,10.703927806196312,29.806486426062847,8.658216895496352,78.91748743755167,47.58176871175687,572.5362480121084,122.0926577712092,890.9677310220458,65.69551062813369
Ahmedabad,12.571071279135467,5.227575943302721,0.0,61.68927200278642,29.01337270037542,729.0650886628322,128.94656492705616,1106.650133313741,55.10440688551217
Ahmedabad,0.0,16.926010738975954,2.2399421291613884,59.49584532196786,41.37492371834568,721.4102267934618,147.46800921742755,1049.9276802168222,51.80252181846717
